id,task,framework,fold,result,mode,version,params,tag,utc,duration,models,seed,info,acc,auc,logloss,models_ensemble_count,predict_duration
openml.org/t/7592,adult,AutoGluon,3,0.926993,aws.docker,0.0.9,,stable,2020-05-14T02:53:03,113.0,11,1,,0.869984,0.926993,,5,0.230789
openml.org/t/7592,adult,AutoGluon,2,0.93122,aws.docker,0.0.9,,stable,2020-05-14T02:53:05,118.0,11,1,,0.874079,0.93122,,5,0.253577
openml.org/t/7592,adult,AutoGluon,0,0.93192,aws.docker,0.0.9,,stable,2020-05-14T02:52:49,138.2,11,1,,0.879836,0.93192,,5,0.654202
openml.org/t/7592,adult,AutoGluon,1,0.927528,aws.docker,0.0.9,,stable,2020-05-14T02:53:13,145.8,11,1,,0.874923,0.927528,,5,0.662849
openml.org/t/7592,adult,AutoGluon,4,0.927617,aws.docker,0.0.9,,stable,2020-05-14T02:53:43,133.1,11,1,,0.874898,0.927617,,5,0.231354
openml.org/t/7592,adult,AutoGluon,5,0.92439,aws.docker,0.0.9,,stable,2020-05-14T02:53:54,129.6,11,1,,0.871826,0.92439,,4,0.127503
openml.org/t/7592,adult,AutoGluon,6,0.931017,aws.docker,0.0.9,,stable,2020-05-14T02:54:00,121.4,11,1,,0.871622,0.931017,,4,0.148586
openml.org/t/7592,adult,AutoGluon,7,0.933147,aws.docker,0.0.9,,stable,2020-05-14T02:54:23,128.0,11,1,,0.876945,0.933147,,4,0.136508
openml.org/t/7592,adult,AutoGluon,8,0.938325,aws.docker,0.0.9,,stable,2020-05-14T02:54:20,111.1,11,1,,0.882473,0.938325,,4,0.140146
openml.org/t/34539,Amazon_employee_access,AutoGluon,0,0.91207,aws.docker,0.0.9,,stable,2020-05-14T02:54:27,90.6,9,1,,0.953006,0.91207,,5,0.42229
openml.org/t/34539,Amazon_employee_access,AutoGluon,1,0.895512,aws.docker,0.0.9,,stable,2020-05-14T02:54:42,89.2,9,1,,0.956973,0.895512,,6,1.3544
openml.org/t/7592,adult,AutoGluon,9,0.934344,aws.docker,0.0.9,,stable,2020-05-14T02:54:50,120.9,11,1,,0.880426,0.934344,,5,0.252387
openml.org/t/34539,Amazon_employee_access,AutoGluon,4,0.900337,aws.docker,0.0.9,,stable,2020-05-14T02:55:18,79.2,9,1,,0.958804,0.900337,,6,1.62289
openml.org/t/34539,Amazon_employee_access,AutoGluon,2,0.8927,aws.docker,0.0.9,,stable,2020-05-14T02:54:55,89.5,9,1,,0.95209,0.8927,,3,1.07252
openml.org/t/34539,Amazon_employee_access,AutoGluon,3,0.892267,aws.docker,0.0.9,,stable,2020-05-14T02:55:14,93.8,9,1,,0.953311,0.892267,,3,1.12661
openml.org/t/34539,Amazon_employee_access,AutoGluon,5,0.889314,aws.docker,0.0.9,,stable,2020-05-14T02:55:43,90.3,9,1,,0.952395,0.889314,,5,0.508622
openml.org/t/34539,Amazon_employee_access,AutoGluon,6,0.879538,aws.docker,0.0.9,,stable,2020-05-14T02:55:53,89.7,9,1,,0.959109,0.879538,,4,0.254194
openml.org/t/34539,Amazon_employee_access,AutoGluon,9,0.909554,aws.docker,0.0.9,,stable,2020-05-14T02:56:36,83.6,9,1,,0.957265,0.909554,,4,1.367
openml.org/t/34539,Amazon_employee_access,AutoGluon,7,0.890343,aws.docker,0.0.9,,stable,2020-05-14T02:56:14,89.4,9,1,,0.956668,0.890343,,4,1.10822
openml.org/t/34539,Amazon_employee_access,AutoGluon,8,0.921498,aws.docker,0.0.9,,stable,2020-05-14T02:56:24,86.9,9,1,,0.956668,0.921498,,5,1.32682
openml.org/t/168868,APSFailure,AutoGluon,1,0.988874,aws.docker,0.0.9,,stable,2020-05-14T02:59:57,197.9,11,1,,0.993158,0.988874,,2,0.0985868
openml.org/t/14965,bank-marketing,AutoGluon,0,0.940295,aws.docker,0.0.9,,stable,2020-05-14T03:00:10,117.3,11,1,,0.911322,0.940295,,5,1.01206
openml.org/t/168868,APSFailure,AutoGluon,0,0.993248,aws.docker,0.0.9,,stable,2020-05-14T03:00:09,224.9,11,1,,0.995921,0.993248,,7,1.21356
openml.org/t/14965,bank-marketing,AutoGluon,3,0.937272,aws.docker,0.0.9,,stable,2020-05-14T03:00:31,97.7,11,1,,0.911303,0.937272,,9,1.52852
openml.org/t/14965,bank-marketing,AutoGluon,1,0.935898,aws.docker,0.0.9,,stable,2020-05-14T03:00:20,113.8,11,1,,0.906215,0.935898,,5,0.420256
openml.org/t/168868,APSFailure,AutoGluon,3,0.99371,aws.docker,0.0.9,,stable,2020-05-14T03:00:08,183.3,11,1,,0.995658,0.99371,,4,0.189817
openml.org/t/14965,bank-marketing,AutoGluon,4,0.94092,aws.docker,0.0.9,,stable,2020-05-14T03:00:42,100.4,11,1,,0.910197,0.94092,,8,1.51531
openml.org/t/14965,bank-marketing,AutoGluon,2,0.944655,aws.docker,0.0.9,,stable,2020-05-14T03:00:43,107.7,11,1,,0.915063,0.944655,,7,1.18754
openml.org/t/168868,APSFailure,AutoGluon,5,0.989237,aws.docker,0.0.9,,stable,2020-05-14T03:00:53,193.9,11,1,,0.993026,0.989237,,4,0.652828
openml.org/t/168868,APSFailure,AutoGluon,8,0.990688,aws.docker,0.0.9,,stable,2020-05-14T03:01:14,166.2,11,1,,0.994079,0.990688,,4,0.16388
openml.org/t/168868,APSFailure,AutoGluon,4,0.98882,aws.docker,0.0.9,,stable,2020-05-14T03:00:58,212.5,11,1,,0.995395,0.98882,,2,0.119653
openml.org/t/168868,APSFailure,AutoGluon,2,0.99275,aws.docker,0.0.9,,stable,2020-05-14T03:01:20,186.0,11,1,,0.993289,0.99275,,3,0.159693
openml.org/t/168868,APSFailure,AutoGluon,6,0.991634,aws.docker,0.0.9,,stable,2020-05-14T03:01:08,183.1,11,1,,0.995526,0.991634,,3,0.143219
openml.org/t/14965,bank-marketing,AutoGluon,5,0.932259,aws.docker,0.0.9,,stable,2020-05-14T03:01:10,100.4,11,1,,0.905109,0.932259,,6,0.832391
openml.org/t/14965,bank-marketing,AutoGluon,7,0.945917,aws.docker,0.0.9,,stable,2020-05-14T03:01:26,102.7,11,1,,0.908427,0.945917,,9,1.79398
openml.org/t/168868,APSFailure,AutoGluon,7,0.991504,aws.docker,0.0.9,,stable,2020-05-14T03:01:33,179.9,11,1,,0.994474,0.991504,,5,5.64431
openml.org/t/14965,bank-marketing,AutoGluon,8,0.93985,aws.docker,0.0.9,,stable,2020-05-14T03:01:25,88.2,11,1,,0.918381,0.93985,,8,1.22971
openml.org/t/14965,bank-marketing,AutoGluon,6,0.928088,aws.docker,0.0.9,,stable,2020-05-14T03:01:21,113.7,11,1,,0.905109,0.928088,,7,0.951478
openml.org/t/14965,bank-marketing,AutoGluon,9,0.946719,aws.docker,0.0.9,,stable,2020-05-14T03:01:36,78.9,11,1,,0.914621,0.946719,,6,0.717075
openml.org/t/168868,APSFailure,AutoGluon,9,0.991824,aws.docker,0.0.9,,stable,2020-05-14T03:01:56,177.4,11,1,,0.994605,0.991824,,3,0.139242
openml.org/t/146606,higgs,AutoGluon,1,0.807523,aws.docker,0.0.9,,stable,2020-05-14T03:15:36,226.2,11,1,,0.72769,0.807523,,5,0.37278
openml.org/t/146606,higgs,AutoGluon,4,0.818369,aws.docker,0.0.9,,stable,2020-05-14T03:16:20,221.1,11,1,,0.736053,0.818369,,7,2.0284
openml.org/t/146606,higgs,AutoGluon,0,0.815637,aws.docker,0.0.9,,stable,2020-05-14T03:15:59,207.0,11,1,,0.736971,0.815637,,6,28.4091
openml.org/t/146606,higgs,AutoGluon,2,0.815999,aws.docker,0.0.9,,stable,2020-05-14T03:16:28,212.1,11,1,,0.738399,0.815999,,5,22.6177
openml.org/t/146195,connect-4,AutoGluon,2,0.30115,aws.docker,0.0.9,,stable,2020-05-14T03:16:29,912.2,9,1,,0.883807,,0.30115,4,3.0105
openml.org/t/146606,higgs,AutoGluon,5,0.815056,aws.docker,0.0.9,,stable,2020-05-14T03:16:42,217.9,11,1,,0.735645,0.815056,,8,2.52294
openml.org/t/146606,higgs,AutoGluon,3,0.81845,aws.docker,0.0.9,,stable,2020-05-14T03:16:42,220.2,11,1,,0.740337,0.81845,,5,2.00535
openml.org/t/146606,higgs,AutoGluon,6,0.819176,aws.docker,0.0.9,,stable,2020-05-14T03:17:16,217.9,11,1,,0.735951,0.819176,,8,22.6191
openml.org/t/146195,connect-4,AutoGluon,8,0.315675,aws.docker,0.0.9,,stable,2020-05-14T03:17:11,851.9,9,1,,0.875648,,0.315675,4,3.02771
openml.org/t/146606,higgs,AutoGluon,7,0.803304,aws.docker,0.0.9,,stable,2020-05-14T03:17:21,210.0,11,1,,0.723508,0.803304,,9,24.9221
openml.org/t/146606,higgs,AutoGluon,9,0.823461,aws.docker,0.0.9,,stable,2020-05-14T03:17:55,223.2,11,1,,0.740847,0.823461,,6,1.6002
openml.org/t/146195,connect-4,AutoGluon,3,0.317408,aws.docker,0.0.9,,stable,2020-05-14T03:18:05,996.6,9,1,,0.874778,,0.317408,3,2.27728
openml.org/t/168330,Jannis,AutoGluon,1,0.675044,aws.docker,0.0.9,,stable,2020-05-14T03:18:24,275.5,11,1,,0.727012,,0.675044,5,0.95479
openml.org/t/168330,Jannis,AutoGluon,0,0.671545,aws.docker,0.0.9,,stable,2020-05-14T03:18:25,290.9,11,1,,0.724743,,0.671545,4,0.803029
openml.org/t/146606,higgs,AutoGluon,8,0.803692,aws.docker,0.0.9,,stable,2020-05-14T03:18:42,214.2,11,1,,0.721367,0.803692,,7,44.9341
openml.org/t/168330,Jannis,AutoGluon,2,0.670024,aws.docker,0.0.9,,stable,2020-05-14T03:18:56,289.0,11,1,,0.728206,,0.670024,4,0.773355
openml.org/t/168330,Jannis,AutoGluon,4,0.679256,aws.docker,0.0.9,,stable,2020-05-14T03:19:19,278.8,11,1,,0.722322,,0.679256,5,0.911808
openml.org/t/146195,connect-4,AutoGluon,0,0.322157,aws.docker,0.0.9,,stable,2020-05-14T03:19:26,1123.2,9,1,,0.872262,,0.322157,4,2.8122
openml.org/t/168330,Jannis,AutoGluon,5,0.674959,aws.docker,0.0.9,,stable,2020-05-14T03:19:33,285.8,11,1,,0.729488,,0.674959,5,1.28922
openml.org/t/168330,Jannis,AutoGluon,3,0.667564,aws.docker,0.0.9,,stable,2020-05-14T03:19:18,290.6,11,1,,0.725188,,0.667564,5,1.05986
openml.org/t/168330,Jannis,AutoGluon,7,0.675367,aws.docker,0.0.9,,stable,2020-05-14T03:20:08,294.8,11,1,,0.729846,,0.675367,4,0.807525
openml.org/t/168330,Jannis,AutoGluon,8,0.672963,aws.docker,0.0.9,,stable,2020-05-14T03:20:12,273.8,11,1,,0.734145,,0.672963,4,0.749173
openml.org/t/168330,Jannis,AutoGluon,6,0.676207,aws.docker,0.0.9,,stable,2020-05-14T03:19:57,282.8,11,1,,0.727696,,0.676207,6,1.42515
openml.org/t/168330,Jannis,AutoGluon,9,0.685202,aws.docker,0.0.9,,stable,2020-05-14T03:20:22,274.9,11,1,,0.714439,,0.685202,4,0.746408
openml.org/t/146195,connect-4,AutoGluon,7,0.311183,aws.docker,0.0.9,,stable,2020-05-14T03:21:08,1114.7,9,1,,0.872983,,0.311183,3,2.57911
openml.org/t/146195,connect-4,AutoGluon,9,0.323928,aws.docker,0.0.9,,stable,2020-05-14T03:21:45,1106.6,9,1,,0.870614,,0.323928,4,2.88693
openml.org/t/146195,connect-4,AutoGluon,5,0.326067,aws.docker,0.0.9,,stable,2020-05-14T03:23:14,1262.5,9,1,,0.867673,,0.326067,4,2.56354
openml.org/t/146195,connect-4,AutoGluon,6,0.320089,aws.docker,0.0.9,,stable,2020-05-14T03:24:08,1302.0,9,1,,0.869745,,0.320089,4,2.85465
openml.org/t/146195,connect-4,AutoGluon,1,0.324373,aws.docker,0.0.9,,stable,2020-05-14T03:24:50,1432.7,9,1,,0.869449,,0.324373,3,1.89239
openml.org/t/146195,connect-4,AutoGluon,4,0.315085,aws.docker,0.0.9,,stable,2020-05-14T03:25:02,1388.1,9,1,,0.874482,,0.315085,3,2.36485
openml.org/t/168329,Helena,AutoGluon,0,2.47122,aws.docker,0.0.9,,stable,2020-05-14T03:24:45,961.3,7,1,,0.39862,,2.47122,5,7.80685
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,0,0.0947186,aws.docker,0.0.9,,stable,2020-05-14T03:24:55,329.2,11,1,,0.942883,,0.0947186,2,0.078881
openml.org/t/168329,Helena,AutoGluon,5,2.47726,aws.docker,0.0.9,,stable,2020-05-14T03:25:33,937.6,7,1,,0.397393,,2.47726,5,8.16613
openml.org/t/168329,Helena,AutoGluon,9,2.48116,aws.docker,0.0.9,,stable,2020-05-14T03:25:37,890.1,7,1,,0.39776,,2.48116,6,8.92273
openml.org/t/168329,Helena,AutoGluon,3,2.46647,aws.docker,0.0.9,,stable,2020-05-14T03:25:32,941.9,7,1,,0.394632,,2.46647,5,8.90556
openml.org/t/168329,Helena,AutoGluon,6,2.49666,aws.docker,0.0.9,,stable,2020-05-14T03:25:51,896.3,7,1,,0.385949,,2.49666,5,8.38945
openml.org/t/168329,Helena,AutoGluon,4,2.47086,aws.docker,0.0.9,,stable,2020-05-14T03:25:50,965.4,7,1,,0.406595,,2.47086,5,8.48353
openml.org/t/168329,Helena,AutoGluon,1,2.47777,aws.docker,0.0.9,,stable,2020-05-14T03:26:06,1042.1,7,1,,0.399847,,2.47777,5,8.06616
openml.org/t/168329,Helena,AutoGluon,2,2.49572,aws.docker,0.0.9,,stable,2020-05-14T03:26:21,1018.6,7,1,,0.402147,,2.49572,5,8.79878
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,4,0.0905494,aws.docker,0.0.9,,stable,2020-05-14T03:26:09,328.3,11,1,,0.949799,,0.0905494,2,0.0693712
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,1,0.0703,aws.docker,0.0.9,,stable,2020-05-14T03:27:29,441.1,11,1,,0.960732,,0.0703,2,0.0849133
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,2,0.0673659,aws.docker,0.0.9,,stable,2020-05-14T03:27:09,430.8,11,1,,0.966087,,0.0673659,2,0.0710545
openml.org/t/3945,KDDCup09_appetency,AutoGluon,0,0.854642,aws.docker,0.0.9,,stable,2020-05-14T03:27:43,305.5,11,1,,0.9822,0.854642,,5,6.243
openml.org/t/168329,Helena,AutoGluon,7,2.50813,aws.docker,0.0.9,,stable,2020-05-14T03:27:26,1029.3,7,1,,0.390704,,2.50813,5,8.86072
openml.org/t/3945,KDDCup09_appetency,AutoGluon,1,0.815164,aws.docker,0.0.9,,stable,2020-05-14T03:27:44,292.6,11,1,,0.9822,0.815164,,8,9.16529
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,8,0.0744366,aws.docker,0.0.9,,stable,2020-05-14T03:28:00,410.4,11,1,,0.960955,,0.0744366,2,0.0760276
openml.org/t/3945,KDDCup09_appetency,AutoGluon,3,0.81752,aws.docker,0.0.9,,stable,2020-05-14T03:28:25,304.0,11,1,,0.9822,0.81752,,6,3.8389
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,3,0.0599393,aws.docker,0.0.9,,stable,2020-05-14T03:28:07,453.6,11,1,,0.970772,,0.0599393,2,0.102753
openml.org/t/3945,KDDCup09_appetency,AutoGluon,2,0.842246,aws.docker,0.0.9,,stable,2020-05-14T03:28:24,294.1,11,1,,0.9822,0.842246,,6,6.14168
openml.org/t/167119,jungle_chess_2pcs_raw_endgame_complete,AutoGluon,6,0.0609408,aws.docker,0.0.9,,stable,2020-05-14T03:28:39,471.4,11,1,,0.969433,,0.0609408,2,0.07324
openml.org/t/3945,KDDCup09_appetency,AutoGluon,5,0.845021,aws.docker,0.0.9,,stable,2020-05-14T03:28:34,286.3,11,1,,0.9822,0.845021,,5,6.07572
openml.org/t/3945,KDDCup09_appetency,AutoGluon,6,0.849215,aws.docker,0.0.9,,stable,2020-05-14T03:28:49,298.9,11,1,,0.9822,0.849215,,4,5.65531
openml.org/t/3945,KDDCup09_appetency,AutoGluon,4,0.851809,aws.docker,0.0.9,,stable,2020-05-14T03:28:35,314.7,11,1,,0.9822,0.851809,,6,6.47888
